stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8220DB004696,4696,Adare Road,,53.394308,-6.20233,,,,
8220DB004697,4697,Coolock Drive,,53.393089,-6.203794,,,,
8220DB004698,4698,Adare Avenue,,53.394943,-6.2111,,,,
8220DB004699,4699,Stardust Park,,53.397538,-6.20854,,,,
8220DB004700,4700,Glin Road,,53.400133,-6.205408,,,,
8220DB004720,4720,Aston Quay,,53.346595,-6.260273,,,,
8220DB004725,4725,O'Connell Street Upper,,53.3521156161106,-6.26105453403108,,,,
8220DB004781,4781,IDA Poppintree,,53.401748,-6.284057,,,,
8220DB004782,4782,Gracefield Road,,53.38251,-6.202571,,,,
8220DB004784,4784,Remedial Clinic,,53.370084,-6.201111,,,,
8220DB004785,4785,Remedial Clinic,,53.370246,-6.20172,,,,
8220DB004788,4788,Oakwood Road,,53.396935,-6.292506,,,,
8220DB004790,4790,Pinebrook Drive,,53.38139,-6.211788,,,,
8220DB004791,4791,Killester Avenue,,53.371612,-6.207659,,,,
8220DB004792,4792,Clanawley Road,,53.372799,-6.209503,,,,
8220DB004793,4793,Avila Park,,53.3922672634008,-6.32082537531738,,,,
8220DB004794,4794,Clontarf Road Station,,53.3630049005914,-6.22656242306654,,,,
8220DB004804,4804,Old Grange Abbey,,53.398525,-6.159969,,,,
8220DB004806,4806,Grange Abbey Grove,,53.3983744075009,-6.15314770626,,,,
8220DB004854,4854,Ardee Street,,53.33813,-6.27902,,,,
8220DB004855,4855,O'Donovan Road,,53.334602,-6.279306,,,,
8220DB004856,4856,Donore Avenue,,53.331966,-6.283511,,,,
8220DB004857,4857,Rutledge Terrace,,53.334121,-6.282764,,,,
8220DB004890,4890,Sycamore Road,,53.395168,-6.290863,,,,
8220DB004934,4934,Offaly Road,,53.362857,-6.282855,,,,
8220DB004935,4935,St Attracta Road,,53.364096,-6.283331,,,,
8220DB004936,4936,Newgrange Road,,53.361352,-6.283171,,,,
8220DB004937,4937,Clearstream Court,,53.392672,-6.300511,,,,
8220DB004938,4938,Gofton Hall,,53.390862,-6.298357,,,,
8220DB004962,4962,Mountjoy Square,,53.35704,-6.258495,,,,
8220DB004985,4985,Lanesborough View,,53.402321,-6.291418,,,,
8220DB005006,5006,Le Fanu Road,,53.346203,-6.3517,,,,
8220DB005007,5007,Convent Lawns,,53.3441883077869,-6.34965960806547,,,,
8220DB005009,5009,Le Fanu Road,,53.346215,-6.351894,,,,
8220DB005025,5025,The Coombe,,53.339763,-6.277581,,,,
8220DB005026,5026,Armagh Road East,,53.32043,-6.305244,,,,
8220DB005060,5060,Cromcastle Road,,53.397167,-6.224029,,,,
8220DB005061,5061,Dundaniel Road,,53.395697,-6.224872,,,,
8220DB005097,5097,New Street South,,53.338173,-6.27269,,,,
8220DB005099,5099,Saint Luke's Avenue,,53.338982,-6.27581,,,,
8220DB005134,5134,Lally Road,,53.341689,-6.330217,,,,
8220DB005140,5140,Mayor Street Lower,,53.351124,-6.245532,,,,
8220DB005141,5141,Clontarf Cemetery,,53.364744,-6.205213,,,,
8220DB005144,5144,Marian School,,53.372709,-6.306205,,,,
8220DB005145,5145,Rathbourne Avenue,,53.377197,-6.326754,,,,
8220DB005147,5147,Marian College,,53.371823,-6.305834,,,,
8220DB005148,5148,Bangor Road,,53.324946,-6.301057,,,,
8220DB005149,5149,Errigal Road,,53.329087,-6.323743,,,,
8220DB005154,5154,Grange Abbey Drive,,53.3982344046148,-6.15688332123315,,,,
8220DB005155,5155,Grange Abbey Drive,,53.3983316747197,-6.15561587912519,,,,
8220DB005157,5157,Grange Abbey Grove,,53.398169,-6.153818,,,,
8220DB005160,5160,Grange Abbey Cresc,,53.3984955990732,-6.15924812988582,,,,
8220DB005174,5174,Dundaniel Road,,53.395709,-6.225098,,,,
8220DB005192,5192,Fleet Street,,53.3459563040628,-6.25780560959643,,,,
8220DB006004,6004,Parnell Street,,53.352908,-6.260511,,,,
8220DB006016,6016,Balbutcher Lane,,53.401116,-6.267043,,,,
8220DB006017,6017,Gallaun Road,,53.4026543424038,-6.27335698367756,,,,
8220DB006020,6020,Barnville Green,,53.3380691559552,-6.37664091663015,,,,
8220DB006021,6021,Cherry Orchard Avenue,,53.3382012527256,-6.3771014220017,,,,
8220DB006023,6023,Cedar Brook Place,,53.3372994358073,-6.37886256841243,,,,
8220DB006024,6024,Cedar Brook Place,,53.337373,-6.378965,,,,
8220DB006025,6025,Barnville Walk,,53.335864,-6.379052,,,,
8220DB006026,6026,Barnville Walk,,53.3355919772488,-6.37954298308528,,,,
8220DB006027,6027,Park West Station,,53.3345546216258,-6.37860629728981,,,,
8220DB006028,6028,Park West Station,,53.3345956536856,-6.37898013072488,,,,
8220DB006029,6029,Park West Hotel,,53.3325082489382,-6.37485512551023,,,,
8220DB006030,6030,Park West Hotel,,53.332947,-6.37604,,,,
8220DB006042,6042,Church Avenue,,53.320148,-6.264982,,,,
8220DB006056,6056,Kilnamanagh Road,,53.321686,-6.331854,,,,
8220DB006057,6057,Kilnamanagh Road,,53.321461,-6.331173,,,,
8220DB006059,6059,The Spire of Dublin,,53.3502244282714,-6.26018517538052,,,,
8220DB006068,6068,Ratoath Drive,,53.390282,-6.3171,,,,
8220DB006070,6070,O'Hogan Road,,53.3408852096878,-6.33703699120924,,,,
8220DB006071,6071,Parnell Street,,53.353091,-6.260114,,,,
8220DB006074,6074,Earlsfort Terrace,,53.335886,-6.25754,,,,
8220DB006078,6078,Cromcastle Road,,53.397242,-6.224222,,,,
8220DB006079,6079,Elmfield Lawn,,53.399408,-6.16363,,,,
8220DB006094,6094,Errigal Gardens,,53.32583,-6.321634,,,,
8220DB006115,6115,Belcamp Lane,,53.400127,-6.184218,,,,
8220DB006122,6122,St Pappin's Road,,53.3863727059693,-6.27430166369762,,,,
8220DB006125,6125,Poppintree Parade,,53.3998824003142,-6.27683792298323,,,,
8220DB006130,6130,Ferrycarrig Park,,53.40087,-6.200639,,,,
8220DB006140,6140,Parkmore Estate,,53.32353,-6.342891,,,,
8220DB006142,6142,Walkinstown Avenue,,53.323732,-6.343243,,,,
8220DB006182,6182,Santry Cross,,53.4022507542153,-6.26535718879149,,,,
8220DB006238,6238,Ballymun,,53.401192,-6.266724,,,,
8220DB006239,6239,Dolmen Court,,53.398042,-6.271393,,,,
8220DB006241,6241,Crannogue Road,,53.4018159228276,-6.27940673236037,,,,
8220DB006251,6251,Sheriff Street,,53.350394,-6.238668,,,,
8220DB006252,6252,Sean O'Casey Bridge,,53.347965,-6.247044,,,,
8220DB006253,6253,Balbutcher Drive,,53.403959,-6.281516,,,,
8220DB006273,6273,Sycamore Road,,53.395275,-6.290858,,,,
8220DB006276,6276,Seagrave Rise,,53.406094,-6.291929,,,,
8220DB006315,6315,The Hole in the Wall Road,,53.401474,-6.162413,,,,
8220DB006316,6316,Clongriffin Village,,53.402915,-6.157343,,,,
8220DB006317,6317,Clongriffin Station,,53.402842,-6.15145,,,,
8220DB006318,6318,Clongriffin Station,,53.402314,-6.150992,,,,
8220DB006320,6320,The Hole in the Wall Road,,53.401597,-6.162167,,,,
8220DB006361,6361,Seagrave Rise,,53.405949,-6.291799,,,,
8220DB006362,6362,Hampton Wood,,53.406501,-6.289551,,,,
8220DB006363,6363,Hampton Wood,,53.4061452136693,-6.28795578802029,,,,
8220DB006367,6367,Lanesborough Avenue,,53.403876,-6.291446,,,,
8220DB007000,7000,St. John's Church,,53.3244587169169,-6.2117830674682,,,,
8220DB007009,7009,Rathvilly Drive,,53.380928,-6.31598,,,,
8220DB007010,7010,Rathvilly Drive,,53.38203,-6.31689,,,,
8220DB007012,7012,Memorial Gardens,,53.342954,-6.315375,,,,
8220DB007027,7027,Glasnevin Park,,53.376594,-6.312048,,,,
8220DB007028,7028,Royal Canal Centre,,53.37655,-6.31106,,,,
8220DB007043,7043,Drimnagh Road,,53.325061,-6.318692,,,,
8220DB007044,7044,Aulden Grange,,53.3974093697435,-6.2324855678718,,,,
8220DB007053,7053,Nutley Lane,,53.318374,-6.213584,,,,
8220DB007078,7078,Parkgate Street,,53.34791,-6.292874,,,,
8220DB007092,7092,Dolmen Court,,53.3981870002067,-6.27209420381958,,,,
8220DB007112,7112,Larch Hill,,53.397549,-6.229171,,,,
8220DB007113,7113,Northwood Avenue,,53.4025410678868,-6.26492426394681,,,,
8220DB007129,7129,Saint David's Court,,53.362098,-6.208584,,,,
8220DB007130,7130,Cromcastle Green,,53.393073,-6.220696,,,,
8220DB007153,7153,Walkinstown Drive,,53.322244,-6.335075,,,,
8220DB007154,7154,Walkinstown Green,,53.32088,-6.333972,,,,
8220DB007191,7191,Balbutcher Way,,53.404613,-6.276388,,,,
8220DB007192,7192,Balbutcher Way,,53.4038223134095,-6.27518970826945,,,,
8220DB007199,7199,Blunden Drive,,53.396645,-6.182802,,,,
8220DB007213,7213,Mayeston,,53.4062,-6.28487,,,,
8220DB007216,7216,North Wall Quay,,53.347804396268,-6.24285992766227,,,,
8220DB007220,7220,Hillcrest Park,,53.388877,-6.275298,,,,
8220DB007236,7236,Grange Lodge Avenue,,53.402847,-6.154668,,,,
8220DB007245,7245,Clongriffin Station,,53.402647,-6.152165,,,,
8220DB007246,7246,Clongriffin Village,,53.402761,-6.157244,,,,
8220DB007274,7274,Operations Depot,,53.405911,-6.269239,,,,
8220DB007275,7275,Dublin City Council North City Operations Depot,,53.405752,-6.268825,,,,
8220DB007276,7276,Baile na Laochra,,53.406106,-6.280843,,,,
8220DB007277,7277,Baile na Laochra,,53.40592,-6.28043,,,,
8220DB007293,7293,Westbourne Road,,53.306182,-6.28359,,,,
8220DB007320,7320,Griffith Court,,53.3685007698389,-6.23958867639404,,,,
8220DB007333,7333,Mespil Hotel,,53.33299,-6.246983,,,,
8220DB007339,7339,Burlington Road,,53.332408,-6.246541,,,,
8220DB007340,7340,Wilton Terrace,,53.33402,-6.24719,,,,
8220DB007358,7358,Castletimon Park,,53.39546,-6.229544,,,,
8220DB007359,7359,Eden Quay,,53.347924,-6.257985,,,,
8220DB007370,7370,Burlington Road,,53.33149,-6.24573,,,,
8220DB007387,7387,Merrion Square South,,53.339472,-6.250817,,,,
8220DB007391,7391,Merrion Square South,,53.339091,-6.249916,,,,
8220DB007392,7392,Aston Quay,,53.346439,-6.261122,,,,
8220DB007396,7396,Crescent Park,,53.376109,-6.321612,,,,
8220DB007397,7397,Samuel Beckett Bridge,,53.347694,-6.2433,,,,
8220DB007398,7398,Convention Centre,,53.347499,-6.239853,,,,
8220DB007399,7399,The Point,,53.348493,-6.226864,,,,
8220DB007402,7402,Deverell Place,,53.351377,-6.254791,,,,
8220DB007412,7412,The Coombe,,53.339892,-6.278417,,,,
8220DB007413,7413,Dean Street,,53.33963,-6.27538,,,,
8220DB007414,7414,Windmill Road,,53.325159,-6.311017,,,,
8220DB007423,7423,Ballygall Parade,,53.3856751986919,-6.28828123187413,,,,
8220DB007424,7424,Ballygall Place,,53.3880117312502,-6.29202130024755,,,,
8220DB007425,7425,Ballygall Road West,,53.388879,-6.292934,,,,
8220DB007426,7426,Ballygall Parade,,53.385456,-6.288064,,,,
8220DB007427,7427,Ballygall Place,,53.3877967874391,-6.29207500951525,,,,
8220DB007428,7428,Ballygall Road West,,53.38909,-6.293241,,,,
8220DB007435,7435,Memorial Gardens,,53.343179,-6.315381,,,,
8220DB007438,7438,Herberton Drive,,53.331936,-6.297746,,,,
8220DB007439,7439,Herberton Drive,,53.332362,-6.297999,,,,
8220DB007453,7453,Arran Quay,,53.3463358924171,-6.27838250402176,,,,
8220DB007454,7454,Herberton Road,,53.335008,-6.298855,,,,
8220DB007455,7455,Herberton Road,,53.335575,-6.298878,,,,
8220DB007458,7458,Collins Drive,,53.3900665526326,-6.2905257060846,,,,
8220DB007469,7469,Baymount Park,,53.36782,-6.174197,,,,
8220DB007471,7471,Tolka Valley Green,,53.379257,-6.293244,,,,
8220DB007507,7507,St Ultans School,,53.337412,-6.373227,,,,
8220DB007512,7512,John Rogersons Quay,,53.34586,-6.237187,,,,
8220DB007513,7513,Phoenix Park,,53.350896,-6.296795,,,,
8220DB007514,7514,Bargy Road,,53.354235,-6.230046,,,,
8220DB007516,7516,Temple View Avenue,,53.402076,-6.171727,,,,
8220DB007557,7557,Hanover Quay,,53.344208,-6.2367,,,,
8220DB007564,7564,Poolbeg Street,,53.34678,-6.25461,,,,
8220DB007569,7569,Gardiner Street,,53.350451,-6.25597,,,,
8220DB007571,7571,DCU Helix,,53.386776,-6.258725,,,,
8220DB007577,7577,Camden Street Lower,,53.333833,-6.265297,,,,
8220DB007578,7578,South Great George's Street,,53.34246,-6.264601,,,,
8220DB007579,7579,Redmond's Hill,,53.3382457820886,-6.26591384363472,,,,
8220DB007581,7581,College Green,,53.344159,-6.263346,,,,
8220DB007582,7582,College Green,,53.344322,-6.262228,,,,
8220DB007585,7585,National Gallery,,53.342037,-6.253475,,,,
8220DB007586,7586,National Gallery,,53.341971,-6.253222,,,,
8220DB007587,7587,Shaw Street,,53.344458,-6.251228,,,,
8220DB007588,7588,Pearse Street,,53.344985,-6.254075,,,,
8220DB007591,7591,Abbey Street Lower,,53.34889,-6.25683,,,,
8220DB007599,7599,Gilford Road,,53.330317,-6.217048,,,,
8220DB007601,7601,Tolka Quay Road,,53.351875,-6.210125,,,,
8220DB007602,7602,Saint Patrick's Campus,,53.371553,-6.25344,,,,
8220DB007603,7603,Saint Patrick's Campus,,53.371577,-6.253183,,,,
8220DB007607,7607,Vernon Avenue,,53.369414,-6.195428,,,,
8220DB007611,7611,North Wall Quay,,53.34727,-6.23661,,,,
8220DB007622,7622,Bachelors Walk,,53.34707,-6.26144,,,,
8220DB007623,7623,The Point,,53.346861,-6.228878,,,,
8220DB007661,7661,Barry Avenue,,53.3952,-6.31103,,,,
8220DB007665,7665,Poolbeg Street,,53.346822,-6.256779,,,,
8220DB007668,7668,Charleston Road,,53.324134,-6.257884,,,,
8220DB007671,7671,Sean MacDermott Street,,53.35375,-6.25289,,,,
8220DB007672,7672,Broombridge,,53.372426,-6.298882,,,,
8220DB007686,7686,Broombridge,,53.372465,-6.299106,,,,
8220DB007698,7698,IKEA Ballymun,,53.40643,-6.27476,,,,
8220DB007701,7701,Rathvilly Road,,53.38327,-6.31671,,,,
8220DB007702,7702,River Road,,53.37757,-6.31037,,,,
8220DB007703,7703,River Road,,53.37771,-6.31031,,,,
8220DB007726,7726,St Anne's Pitches,,53.3768149943731,-6.17028422749077,,,,
8220DB007727,7727,St Anne's Pitches,,53.376821,-6.170074,,,,
8220DB007728,7728,Watermill Road,,53.3747377159579,-6.16611974032854,,,,
8220DB007729,7729,Causeway Road,,53.3746492576719,-6.16562754568855,,,,
8220DB007730,7730,Fox's Lane,,53.379397,-6.155848,,,,
8220DB007731,7731,Fox's Lane,,53.379793,-6.155275,,,,
8220DB007732,7732,Tara Street,,53.347221,-6.255171,,,,
8220DB007733,7733,Moss Street,,53.347011,-6.25186,,,,
8220DB007738,7738,Gilford Road,,53.329199312072,-6.21443745026226,,,,
8220DB007739,7739,Park Avenue,,53.32713,-6.21461,,,,
8220DB007740,7740,Park Avenue,,53.32777,-6.21473,,,,
8220DB007741,7741,Gilford Road,,53.32936,-6.21494,,,,
8220DB007827,7827,Eastpoint,,53.360514,-6.230534,,,,
8220DB007828,7828,Shangan Road,,53.397201,-6.265188,,,,
8220DB007830,7830,Whitehall Colmcille,,53.380751,-6.2377,,,,
8220DB007831,7831,Whitehall Colmcille,,53.38117,-6.239923,,,,
8220DB007832,7832,Grove Park Road,,53.390415,-6.286602,,,,
8220DB007833,7833,East Wall Road,,53.356574,-6.231742,,,,
8220DB007834,7834,East Wall Road,,53.356413,-6.231764,,,,
8220DB007836,7836,Glasanaon Road,,53.389697,-6.294254,,,,
8220DB007838,7838,Finglas Village,,53.389826,-6.300128,,,,
8220DB007840,7840,Donnycarney,,53.375129,-6.218063,,,,
8220DB007842,7842,New Wapping Street,,53.347654,-6.235394,,,,
8220DB007843,7843,Parnell Park,,53.37451,-6.215744,,,,
8220DB007844,7844,Point Village,,53.348081,-6.229931,,,,
8220DB007845,7845,Finglas Village,,53.390114,-6.299515,,,,
8220DB007851,7851,Whitehall Cross,,53.382251,-6.243787,,,,
8220DB007852,7852,Eastpoint,,53.359288,-6.232321,,,,
8220DB007854,7854,Arran Quay,,53.346375,-6.278665,,,,
8220DB007855,7855,Usher's Quay,,53.345988,-6.279809,,,,
8220DB007856,7856,Four Courts,,53.345623,-6.273184,,,,
8220DB007857,7857,Merchant's Quay,,53.345044,-6.274169,,,,
8220DB007859,7859,Shaw Street,,53.34495,-6.2539,,,,
8220DB007861,7861,Prince's Street South,,53.345617,-6.249348,,,,
8220DB007863,7863,Clontarf Road Station,,53.363202,-6.226096,,,,
8220DB007865,7865,Shaw Street,,53.345118,-6.252117,,,,
8220DB007867,7867,Park West Road,,53.331325,-6.373113,,,,
8220DB007868,7868,Park West Road,,53.330612,-6.371609,,,,
8220DB007869,7869,Park West Avenue,,53.33658,-6.381488,,,,
8220DB007870,7870,Park West Avenue,,53.336217,-6.381201,,,,
8220DB007871,7871,Spiddal Road,,53.340835,-6.369838,,,,
8220DB007872,7872,Claddagh Green,,53.3407883783049,-6.36646068790577,,,,
8220DB007873,7873,Kylemore College,,53.345485,-6.352448,,,,
8220DB007874,7874,Kylemore College,,53.345447,-6.352315,,,,
8220DB007876,7876,Palmerstown Way,,53.335526,-6.392624,,,,
8220DB007877,7877,Infirmary Road,,53.35188,-6.2977,,,,
8220DB007883,7883,Ormond Quay,,53.346058,-6.268496,,,,
8220DB007885,7885,Palmerstown Way,,53.336592,-6.388995,,,,
8220DB007888,7888,Winetavern Street,,53.344561,-6.271891,,,,
8220DB007889,7889,Burgh Quay,,53.347076,-6.258135,,,,
8220DB007890,7890,Castleforbes Road,,53.348964,-6.231907,,,,
8220DB007891,7891,Wellington Quay,,53.345428,-6.266584,,,,
8220DB007904,7904,Ravensdale,,53.314422,-6.299914,,,,
8220DB007905,7905,Cashel Avenue,,53.31691,-6.302262,,,,
8220DB007906,7906,Dolphin's Barn,,53.333801,-6.291095,,,,
8220DB007907,7907,Patrick Street,,53.341936,-6.272432,,,,
8220DB007910,7910,Sundrive Road,,53.328985,-6.298149,,,,
8220DB007911,7911,Cashel Avenue,,53.316353,-6.301668,,,,
8220DB007912,7912,Ravensdale Park,,53.31457,-6.300193,,,,
8220DB007913,7913,Hannaville Park,,53.30976,-6.285647,,,,
8220DB007914,7914,Delbrook Park,,53.274429,-6.243727,,,,
8220DB007926,7926,St. Bernadette's,,53.325056,-6.296203,,,,
8220DB007928,7928,Leeson Park,,53.326697,-6.249958,,,,
8220DB007929,7929,Sandymount Station,,53.328206,-6.220124,,,,
8220DB007930,7930,Sandymount Green,,53.332761,-6.215205,,,,
8220DB007931,7931,Beach Road,,53.336763,-6.218371,,,,
8220DB007932,7932,Bremen Road,,53.3372,-6.21887,,,,
8220DB007933,7933,Beach Road,,53.33625,-6.217101,,,,
8220DB007934,7934,Sandymount Strand,,53.334156,-6.212894,,,,
8220DB007937,7937,Kenilworth Park,,53.318663,-6.279707,,,,
8220DB007938,7938,Crumlin Road,,53.330522,-6.298178,,,,
8220DB007939,7939,Heuston Station,,53.346636,-6.29556,,,,
8220DB007941,7941,Kylemore,,53.32638,-6.34233,,,,
8220DB007942,7942,Crumlin Village,,53.320826,-6.316682,,,,
8220DB007943,7943,Highfield Road,,53.312739,-6.270385,,,,
8220DB007945,7945,Palmerston Park,,53.313229,-6.264467,,,,
8220DB007946,7946,Milltown Luas,,53.308297,-6.252932,,,,
8220DB007947,7947,Shangarry,,53.30928,-6.2498,,,,
8220DB007948,7948,Bankside Cottages,,53.310269,-6.247103,,,,
8220DB007952,7952,Shangarry,,53.309904,-6.248544,,,,
8220DB007953,7953,Milltown Luas,,53.308248,-6.252664,,,,
8220DB007954,7954,Highfield Road,,53.313136,-6.264906,,,,
8220DB007957,7957,Fairfield Park,,53.312656,-6.270823,,,,
8220DB007958,7958,Drimnagh Road,,53.32452,-6.32382,,,,
8220DB007959,7959,Kylemore Luas,,53.327373,-6.343268,,,,
8220DB007993,7993,Dorset Street Upper,,53.356447,-6.264739,,,,
8220DB007995,7995,Kevin Street,,53.337937,-6.268615,,,,
8220DB007996,7996,Saint Stephen's Green South,,53.337264,-6.261751,,,,
8220DB007998,7998,Leonard's Corner,,53.33272,-6.275122,,,,
8220DB007999,7999,Cuffe Street,,53.33751,-6.26456,,,,
8220DB008002,8002,Saint Stephen's Green East,,53.337242,-6.256645,,,,
8220DB008020,8020,IKEA Ballymun,,53.406322,-6.277161,,,,
8220DB008032,8032,Bridge Street,,53.344606,-6.276371,,,,
8220DB008033,8033,Bridge Street,,53.344548,-6.276146,,,,
8220DB008034,8034,Finglas Retail Park,,53.39839,-6.304196,,,,
8220DB008037,8037,Saint Canice's Church,,53.388059,-6.297987,,,,
8220DB008038,8038,Premier Square,,53.380963,-6.289662,,,,
8220DB008040,8040,Finglas,,53.389557,-6.301509,,,,
8220DB008041,8041,Finglas North,,53.396871,-6.304463,,,,
8220DB008044,8044,Cuffe Street,,53.33771,-6.26483,,,,
8220DB008138,8138,Eccles Place,,53.358118,-6.262865,,,,
8220DB008151,8151,Sean Moore Park,,53.337729,-6.220389,,,,
8220DB008171,8171,Rathbourne Avenue,,53.376529,-6.323755,,,,
8220DB008198,8198,Terminal 10,,53.353692,-6.215499,,,,
8220DB008240,8240,IKEA Ballymun,,53.406228,-6.27354,,,,
8220DB008242,8242,Hampton Wood,,53.405378,-6.284332,,,,
8220DB008244,8244,Hampton Wood,,53.405714,-6.284164,,,,
8220DB008245,8245,Gallaun Road,,53.402972,-6.273768,,,,
8220DB008246,8246,Griffith Avenue,,53.379305,-6.265414,,,,
8220DB008254,8254,Grove Road,,53.393295,-6.286296,,,,
8220DB008255,8255,Willow Park Crescent,,53.392963,-6.279716,,,,
8220DB008256,8256,Glasnevin Avenue,,53.390056,-6.279435,,,,
8220DB008258,8258,Saint Kevin's College,,53.384692,-6.278143,,,,
8220DB008259,8259,Glasnevin Avenue,,53.389907,-6.279626,,,,
8220DB008296,8296,Nephin Road,,53.36263,-6.31139,,,,
8220DB008297,8297,Navan Road,,53.36454,-6.309,,,,
8220DB008299,8299,Lagan Road,,53.375324,-6.299971,,,,
8220DB008300,8300,Glasnevin Court,,53.376172,-6.292262,,,,
8220DB008301,8301,Glasnevin Woods,,53.375628,-6.288212,,,,
8220DB008302,8302,Glasnevin Downs,,53.37816,-6.2863,,,,
8220DB008303,8303,St Clare's,,53.37931,-6.27133,,,,
8220DB008304,8304,Drumcondra Road,,53.375672,-6.249473,,,,
8220DB008305,8305,Grace Park Road,,53.373883,-6.242673,,,,
8220DB008306,8306,Drumcondra Road,,53.375943,-6.251218,,,,
8220DB008307,8307,St Mobhi Road,,53.378704,-6.266153,,,,
8220DB008308,8308,St Clare's,,53.379157,-6.271342,,,,
8220DB008309,8309,Glasnevin Downs,,53.378151,-6.284902,,,,
8220DB008310,8310,Glasnevin Woods,,53.375599,-6.28725,,,,
8220DB008311,8311,Glasnevin Court,,53.37606,-6.29223,,,,
8220DB008312,8312,Lagan Road,,53.3748,-6.29975,,,,
8220DB008314,8314,Croaghpatrick Road,,53.36447,-6.30892,,,,
8220DB008315,8315,Park Crescent,,53.3625,-6.31075,,,,
8220DB008345,8345,Saint Margaret's Road,,53.40634,-6.27058,,,,
8220DB008346,8346,Mountjoy Square South,,53.356298,-6.256317,,,,
8220DB008357,8357,Breakwater Road,,53.351609,-6.203108,,,,
8220DB008358,8358,Dublin Ferry Port Terminal 2,,53.35031,-6.19482,,,,
8220DB008359,8359,Dublin Ferry Port Terminal 2,,53.350685,-6.196725,,,,
8220DB008360,8360,Branch Road,,53.35107,-6.20873,,,,
8220DB008411,8411,Gardiner Street Lower,,53.353723,-6.256398,,,,
8220DB008415,8415,Saint Catherine's,,53.369888,-6.306217,,,,
8220DB008513,8513,Westland Row,,53.343163,-6.249959,,,,
8220DB012206,12206,Saint Finian's Way,,53.29985,-6.50522,,,,
8220DB012207,12207,Saint Finian's Way,,53.2998,-6.50477,,,,
8220DB8211,8211,Visitor Centre,,53.364731,-6.331992,,,,
8220GA00031,998078,Dawson,,53.34217543,-6.25801984,,,,
8220GA00034,998083,Marlborough,,53.34924487,-6.257731582,,,,
8220GA00035,998082,Trinity College,,53.34527975,-6.258253746,,,,
8220GA00058,998024,St. Stephen's Green,,53.33912871,-6.261117488,,,,
8220GA00059,998024,St. Stephen's Green,,53.339197,-6.261319,,,,
8220GA00062,998025,Harcourt,,53.33365091,-6.262691737,,,,
8220GA00070,998026,Charlemont,,53.330585,-6.258704,,,,
8220GA00071,998126,Charlemont,,53.3308339,-6.258737285,,,,
8220GA00074,998027,Ranelagh,,53.326145,-6.256072,,,,
8220GA00075,998027,Ranelagh,,53.32613194,-6.256196436,,,,
8220GA00083,998028,Beechwood,,53.320929,-6.25475,,,,
8220GA00084,998028,Beechwood,,53.32093174,-6.254622178,,,,
8220GA00275,998029,Cowper,,53.316398,-6.253499,,,,
8220GA00276,998029,Cowper,,53.31640107,-6.25335115,,,,
8220GA00278,998030,Milltown,,53.30967244,-6.251749984,,,,
8220GA00279,998030,Milltown,,53.30967,-6.251616,,,,
8220GA00356,998007,Kylemore,,53.32652,-6.343697,,,,
8220GA00357,998007,Kylemore,,53.3266345,-6.343806646,,,,
8220GA00360,998008,Bluebell,,53.32924,-6.333778,,,,
8220GA00361,998008,Bluebell,,53.32931856,-6.333883625,,,,
8220GA00363,998009,Blackhorse,,53.334196,-6.327515,,,,
8220GA00364,998009,Blackhorse,,53.33429937,-6.327563122,,,,
8220GA00366,998010,Drimnagh,,53.335305,-6.318256,,,,
8220GA00367,998010,Drimnagh,,53.33539132,-6.318285559,,,,
8220GA00369,998011,Goldenbridge,,53.335879,-6.313299,,,,
8220GA00370,998011,Goldenbridge,,53.33595962,-6.313337881,,,,
8220GA00372,998012,Suir Road,,53.33659218,-6.307231258,,,,
8220GA00373,998112,Suir Road,,53.33663752,-6.307259495,,,,
8220GA00375,998013,Rialto,,53.337846,-6.297369,,,,
8220GA00376,998013,Rialto,,53.33794453,-6.297416684,,,,
8220GA00378,998014,Fatima,,53.338362,-6.292756,,,,
8220GA00379,998014,Fatima,,53.33846258,-6.292785785,,,,
8220GA00381,998015,James's,,53.34181261,-6.293237662,,,,
8220GA00382,998015,James's,,53.34177775,-6.293314146,,,,
8220GA00386,998016,Heuston,,53.346697,-6.291618,,,,
8220GA00387,998116,Heuston,,53.34668236,-6.291856547,,,,
8220GA00389,998017,Museum,,53.347835,-6.286936,,,,
8220GA00390,998017,Museum,,53.34791536,-6.286955636,,,,
8220GA00398,998018,Smithfield,,53.3471135,-6.278080805,,,,
8220GA00399,998018,Smithfield,,53.3472,-6.278116,,,,
8220GA00401,998019,Four Courts,,53.34685189,-6.273660411,,,,
8220GA00402,998019,Four Courts,,53.346921,-6.273667,,,,
8220GA00404,998020,Jervis,,53.34768301,-6.265275464,,,,
8220GA00405,998020,Jervis,,53.347744,-6.26531,,,,
8220GA00408,998021,Abbey Street,,53.348504,-6.25845,,,,
8220GA00409,998021,Abbey Street,,53.34859089,-6.258494272,,,,
8220GA00420,998022,Busáras,,53.350045,-6.251598,,,,
8220GA00421,998122,Busáras,,53.35015192,-6.251535839,,,,
8220GA00423,998023,Connolly,,53.350935,-6.249852,,,,
8220GA00424,998123,Connolly,,53.351003,-6.250119012,,,,
8220GA00427,998067,George's Dock,,53.34942861,-6.247569832,,,,
8220GA00428,998167,George's Dock,,53.34947353,-6.24756799,,,,
8220GA00430,998068,Mayor Square - NCI,,53.34916764,-6.243269507,,,,
